confidence,book,chapter,verse,strongs,lemma,gloss_meaning,db_count,source_count,db_ancient_texts,db_english_glosses,source_words,db_token_ids
MEDIUM,Act,11,19,G3440,μόνον,only,1,0,μονον,only,,304935
MEDIUM,Act,11,20,G1525,εἰσέρχομαι,to go in (to); to enter,1,0,εισελθοντες,when they were come,,304946
MEDIUM,Act,11,22,G2414,Ἱεροσόλυμα,Jerusalem,1,0,ιεροσολυμοις,Jerusalem,,304984
MEDIUM,Act,11,23,G3708,ὁράω,to see,1,0,ιδων,had seen,,304994
MEDIUM,Act,11,26,G4412,πρῶτον,first,1,0,πρωτον,first,,305059
MEDIUM,Act,11,28,G3173,μέγας,great,1,0,μεγαν,great,,305086
MEDIUM,Act,11,28,G3748,ὅστις,whatever,1,0,οστις,which,,305092
MEDIUM,Act,12,3,G3708,ὁράω,to see,1,0,ιδων,he saw,,305156
MEDIUM,Act,12,5,G1618,ἐκτενής,eager,1,0,εκτενης,without ceasing,,305201
MEDIUM,Act,12,5,G5228,ὑπέρ,for,1,0,υπερ,for,,305208
MEDIUM,Act,12,6,G0846,αὐτός,he,1,0,αυτον,him,,305216
MEDIUM,Act,12,7,G3708,ὁράω,to see,1,0,ιδου,behold,,305240
MEDIUM,Act,12,8,G5037,τέ,both; and,1,0,τε,And,,305271
MEDIUM,Act,12,8,G3004,λέγω,to say,2,1,ειπεν | λεγει,said | he saith,λέγει,305274 | 305287
MEDIUM,Act,12,8,G4024,περιζώννυμι,to gird,1,0,περιζωσαι,Gird thyself,,305277
MEDIUM,Act,12,8,G1473,ἐγώ,I,1,0,μοι,me,,305296
MEDIUM,Act,12,10,G0455,ἀνοίγω,to open,1,0,ηνοιχθη,opened,,305334
MEDIUM,Act,12,11,G1096,γίνομαι,to be,1,0,γενομενος,was come,,305353
MEDIUM,Act,12,11,G3004,λέγω,to say,1,0,ειπεν,he said,,305356
MEDIUM,Act,12,11,G1492,εἴδω,to see; to know,1,0,οιδα,I know,,305358
MEDIUM,Act,12,11,G1473,ἐγώ,I,1,0,με,me,,305368
MEDIUM,Act,12,13,G4074,Πέτρος,Peter,1,0,πετρου,Peter,,305400
MEDIUM,Act,12,15,G3004,λέγω,to say,2,1,ειπον | ελεγον,they said | said they,ἔλεγον·,305438 | 305447
MEDIUM,Act,12,15,G1510,εἰμί,to be,1,0,εστιν,It is,,305448
MEDIUM,Act,12,16,G3708,ὁράω,to see,1,0,ειδον,and saw,,305459
MEDIUM,Act,12,17,G3004,λέγω,to say,1,0,ειπεν,he said,,305480
MEDIUM,Act,12,18,G0687,ἆρα,then,1,0,αρα,.,,305504
MEDIUM,Act,12,25,G1537,ἐκ,from,1,0,εξ,from,,305621
MEDIUM,Act,13,2,G3004,λέγω,to say,1,0,ειπεν,said,,305674
MEDIUM,Act,13,2,G1473,ἐγώ,I,1,0,μοι,me,,305677
MEDIUM,Act,13,4,G3778,οὗτος,this,1,0,ουτοι,they,,305703
MEDIUM,Act,13,4,G4151,πνεῦμα,spirit; Spirit,1,0,πνευματος,Ghost,,305708
MEDIUM,Act,13,6,G0919,Βαριησοῦς,Bar-Jesus,1,0,βαριησους,Bar–jesus,,305752
MEDIUM,Act,13,10,G3004,λέγω,to say,1,0,ειπεν,said,,305805
MEDIUM,Act,13,11,G3708,ὁράω,to see,1,0,ιδου,behold,,305829
MEDIUM,Act,13,11,G1161,δέ,but; and,1,0,δε,And,,305844
MEDIUM,Act,13,11,G1968,ἐπιπίπτω,to fall on,1,0,επεπεσεν,there fell,,305846
MEDIUM,Act,13,12,G3708,ὁράω,to see,1,0,ιδων,when he saw,,305859
MEDIUM,Act,13,14,G4099,Πισιδία,Pisidia,1,0,πισιδιας,in Pisidia,,305901
MEDIUM,Act,13,15,G3056,λόγος,word,1,0,λογος,any word,,305931
MEDIUM,Act,13,16,G3004,λέγω,to say,1,0,ειπεν,said,,305946
MEDIUM,Act,13,17,G1473,ἐγώ,I,1,0,ημων,our,,305962
MEDIUM,Act,13,17,G0125,Αἴγυπτος,Egypt,1,0,αιγυπτω,of Egypt,,305974
MEDIUM,Act,13,20,G3326,μετά,with,1,0,μετα,after,,306006
MEDIUM,Act,13,20,G3778,οὗτος,this,1,0,ταυτα,that,,306007
MEDIUM,Act,13,21,G2547,κἀκεῖθεν,and + from there,1,0,κακειθεν,And afterward,,306019
MEDIUM,Act,13,22,G0846,αὐτός,he,2,1,αυτον | αυτοις,him | unto them,αὐτὸν,306039 | 306041
MEDIUM,Act,13,22,G3004,λέγω,to say,1,0,ειπεν,and said,,306048
MEDIUM,Act,13,25,G5101,τίς,what,1,0,τινα,Whom,,306102
MEDIUM,Act,13,25,G3708,ὁράω,to see,1,0,ιδου,behold,,306110
MEDIUM,Act,13,29,G0537,ἅπας,all,1,0,απαντα,all,,306181
MEDIUM,Act,13,31,G3708,ὁράω,to see,1,0,ωφθη,he was seen,,306202
MEDIUM,Act,13,31,G4119,πλείων,many,1,0,πλειους,many,,306204
MEDIUM,Act,13,32,G1473,ἐγώ,I,1,0,ημεις,we,,306222
MEDIUM,Act,13,33,G1473,ἐγώ,I,3,1,ημιν | μου | εγω,unto us | my | I,ἐγὼ,306236 | 306253 | 306257
MEDIUM,Act,13,33,G1208,δεύτερος,second,1,0,δευτερω,the second,,306248
MEDIUM,Act,13,35,G1352,διό,therefore,1,0,διο,Wherefore,,306284
MEDIUM,Act,13,35,G3708,ὁράω,to see,1,0,ιδειν,to see,,306294
MEDIUM,Act,13,36,G3708,ὁράω,to see,1,0,ειδεν,saw,,306313
MEDIUM,Act,13,37,G3708,ὁράω,to see,1,0,ειδεν,saw,,306322
MEDIUM,Act,13,39,G2532,καί,and,1,0,και,And,,306338
MEDIUM,Act,13,39,G3956,πᾶς,all,2,1,πας | παντων,all | all things,πᾶς,306341 | 306345
MEDIUM,Act,13,39,G1344,δικαιόω,to justify,2,1,δικαιουται | δικαιωθηναι,are justified | be justified,δικαιοῦται.,306343 | 306349
MEDIUM,Act,13,39,G0575,ἀπό,from,1,0,απο,from,,306344
MEDIUM,Act,13,39,G3739,ὅς,who; what,1,0,ων,from which,,306346
MEDIUM,Act,13,39,G1410,δύναμαι,to be able,1,0,ηδυνηθητε,ye could,,306347
MEDIUM,Act,13,39,G3756,οὐ,not,1,0,ουκ,not,,306348
MEDIUM,Act,13,39,G3588,ὁ,the,2,1,ὁ | ο,. | .,ὁ,306351 | 306354
MEDIUM,Act,13,39,G3551,νόμος,law,1,0,νομω,the law,,306352
MEDIUM,Act,13,39,G3475,Μωσεύς,Moses,1,0,μωσεως,of Moses,,306353
MEDIUM,Act,13,41,G3708,ὁράω,to see,1,0,ιδετε,Behold,,306366
MEDIUM,Act,13,41,G2038,ἐργάζομαι,to work,1,0,εργαζομαι,work,,306375
MEDIUM,Act,13,41,G3739,ὅς,who; what,1,0,ω,which,,306382
MEDIUM,Act,13,43,G1961,ἐπιμένω,to continue; to stay,1,0,επιμενειν,to continue in,,306432
MEDIUM,Act,13,44,G2316,θεός,God,1,0,θεου,of God,,306452
MEDIUM,Act,13,45,G3004,λέγω,to say,1,0,λεγομενοις,those things which were spoken,,306464
MEDIUM,Act,13,46,G3004,λέγω,to say,1,0,ειπον,and said,,306480
MEDIUM,Act,13,46,G4412,πρῶτον,first,1,0,πρωτον,first,,306488
MEDIUM,Act,13,46,G3708,ὁράω,to see,1,0,ιδου,lo,,306503
MEDIUM,Act,13,47,G1473,ἐγώ,I,1,0,ημιν,us,,306515
MEDIUM,Act,13,47,G1510,εἰμί,to be,1,0,ειναι,shouldest be,,306522
MEDIUM,Act,13,52,G1161,δέ,but; and,1,0,δε,And,,306604
MEDIUM,Act,14,2,G0544,ἀπειθέω,to disobey,1,0,απειθουντες,the unbelieving,,306638
MEDIUM,Act,14,7,G2546,κἀκεῖ,and + there,1,0,κακει,And there,,306728
MEDIUM,Act,14,7,G2097,εὐαγγελίζω,to proclaim good news,1,0,ευαγγελιζομενοι,they preached the gospel,,306729
MEDIUM,Act,14,8,G0102,ἀδύνατος,impossible,1,0,αδυνατος,impotent,,306737
MEDIUM,Act,14,8,G4043,περιπατέω,to walk,1,0,περιπεπατηκει,had walked,,306748
MEDIUM,Act,14,9,G0191,ἀκούω,to hear,1,0,ηκουεν,heard,,306750
MEDIUM,Act,14,9,G3708,ὁράω,to see,1,0,ιδων,perceiving,,306758
MEDIUM,Act,14,9,G2192,ἔχω,to have,1,0,εχει,he had,,306760
MEDIUM,Act,14,10,G3004,λέγω,to say,1,0,ειπεν,Said,,306764
MEDIUM,Act,14,10,G0242,ἅλλομαι,to leap,1,0,ηλλετο,he leaped,,306775
MEDIUM,Act,14,11,G1161,δέ,but; and,1,0,δε,And,,306778
MEDIUM,Act,14,11,G1473,ἐγώ,I,1,0,ημας,us,,306796
MEDIUM,Act,14,13,G1161,δέ,but; and,1,0,δε,Then,,306817
MEDIUM,Act,14,14,G1530,εἰσπηδάω,to rush out; to rush in,1,0,εισεπηδησαν,and ran in,,306851
MEDIUM,Act,14,15,G1473,ἐγώ,I,1,0,ημεις,We,,306863
MEDIUM,Act,14,17,G2544,καίτοιγε,although,1,0,καιτοιγε,Nevertheless,,306909
MEDIUM,Act,14,17,G1438,ἑαυτοῦ,oneself,1,0,εαυτον,himself,,306912
MEDIUM,Act,14,17,G0015,ἀγαθοποιέω,to do good,1,0,αγαθοποιων,in that he did good,,306914
MEDIUM,Act,14,17,G1473,ἐγώ,I,2,0,ημιν | ημων,us | our,,306916 | 306922
MEDIUM,Act,14,19,G3543,νομίζω,to think,1,0,νομισαντες,supposing,,306960
MEDIUM,Act,14,19,G2348,θνήσκω,to die,1,0,τεθναναι,had been dead,,306962
MEDIUM,Act,14,20,G0846,αὐτός,he,1,0,αυτον,him,,306967
MEDIUM,Act,14,22,G1473,ἐγώ,I,1,0,ημας,we,,307009
MEDIUM,Act,14,23,G4245,πρεσβύτερος,elder,1,0,πρεσβυτερους,elders,,307023
MEDIUM,Act,14,26,G2547,κἀκεῖθεν,and + from there,1,0,κακειθεν,And thence,,307052
MEDIUM,Act,14,27,G0312,ἀναγγέλλω,to announce,1,0,ανηγγειλαν,they rehearsed,,307075
MEDIUM,Act,15,1,G4059,περιτέμνω,to circumcise,1,0,περιτεμνησθε,ye be circumcised,,307110
MEDIUM,Act,15,2,G3767,οὖν,therefore; then,1,0,ουν,When therefore,,307118
MEDIUM,Act,15,2,G4803,συζήτησις,to dispute,1,0,συζητησεως,disputation,,307129
MEDIUM,Act,15,4,G0588,ἀποδέχομαι,to welcome,1,0,απεδεχθησαν,they were received,,307182
MEDIUM,Act,15,4,G5259,ὑπό,by,1,0,υπο,of,,307183
MEDIUM,Act,15,6,G1161,δέ,but; and,1,0,δε,And,,307221
MEDIUM,Act,15,6,G3708,ὁράω,to see,1,0,ιδειν,for to consider,,307227
MEDIUM,Act,15,7,G4803,συζήτησις,to dispute,1,0,συζητησεως,disputing,,307235
MEDIUM,Act,15,7,G3004,λέγω,to say,1,0,ειπεν,and said,,307238
MEDIUM,Act,15,7,G2316,θεός,God,1,0,θεος,God,,307250
MEDIUM,Act,15,7,G1473,ἐγώ,I,2,0,ημιν | μου,us | my,,307253 | 307257
MEDIUM,Act,15,8,G1473,ἐγώ,I,1,0,ημιν,unto us,,307282
MEDIUM,Act,15,9,G1473,ἐγώ,I,1,0,ημων,us,,307289
MEDIUM,Act,15,10,G1473,ἐγώ,I,2,0,ημων | ημεις,our | we,,307313 | 307317
MEDIUM,Act,15,11,G2548,κἀκεῖνος,and + that one,1,0,κακεινοι,they,,307332
MEDIUM,Act,15,13,G1473,ἐγώ,I,1,0,μου,unto me,,307368
MEDIUM,Act,15,14,G4412,πρῶτον,first,1,0,πρωτον,at the first,,307374
MEDIUM,Act,15,17,G1473,ἐγώ,I,1,0,μου,my,,307427
MEDIUM,Act,15,22,G1941,ἐπικαλέομαι,to call; to call upon,1,0,επικαλουμενον,surnamed,,307524
MEDIUM,Act,15,24,G1473,ἐγώ,I,1,0,ημων,us,,307565
MEDIUM,Act,15,25,G1473,ἐγώ,I,2,0,ημιν | ημων,unto us | our,,307585 | 307594
MEDIUM,Act,15,25,G1586,ἐκλέγομαι,to choose,1,0,εκλεξαμενους,chosen,,307589
MEDIUM,Act,15,26,G1473,ἐγώ,I,1,0,ημων,of our,,307607
MEDIUM,Act,15,28,G0040,ἅγιος,holy,1,0,αγιω,to the Holy,,307629
MEDIUM,Act,15,28,G1473,ἐγώ,I,1,0,ημιν,to us,,307632
MEDIUM,Act,15,29,G4156,πνικτός,strangled,1,0,πνικτου,from things strangled,,307647
MEDIUM,Act,15,30,G2064,ἔρχομαι,to come,1,0,ηλθον,they came,,307661
MEDIUM,Act,15,32,G1161,δέ,but; and,1,0,δε,And,,307678
MEDIUM,Act,15,33,G0652,ἀπόστολος,apostle,1,0,αποστολους,the apostles,,307705
MEDIUM,Act,15,36,G3972,Παῦλος,Paul,1,0,παυλος,Paul,,307735
MEDIUM,Act,15,36,G3004,λέγω,to say,1,0,ειπεν,said,,307736
MEDIUM,Act,15,36,G1473,ἐγώ,I,1,0,ημων,our,,307742
MEDIUM,Act,15,36,G4172,πόλις,city,1,0,πολιν,city,,307747
MEDIUM,Act,15,37,G1011,βουλεύω,to resolve,1,0,εβουλευσατο,determined,,307760
MEDIUM,Act,15,38,G4838,συμπαραλαμβάνω,to take along with,1,0,συμπαραλαβειν,to take him,,307771
MEDIUM,Act,15,39,G3767,οὖν,therefore; then,1,0,ουν,And,,307786
MEDIUM,Act,15,40,G2316,θεός,God,1,0,θεου,of God,,307816
MEDIUM,Act,16,1,G3708,ὁράω,to see,1,0,ιδου,behold,,307833
MEDIUM,Act,16,3,G3754,ὅτι,that,1,0,οτι,that,,307880
MEDIUM,Act,16,3,G3962,πατήρ,father,1,0,πατερα,father,,307883
MEDIUM,Act,16,3,G1672,Ἕλλην,Greek,1,0,ελλην,a Greek,,307885
MEDIUM,Act,16,4,G2419,Ἱερουσαλήμ,Jerusalem,1,0,ιερουσαλημ,Jerusalem,,307906
MEDIUM,Act,16,6,G1330,διέρχομαι,to go through,1,0,διελθοντες,when they had gone throughout,,307924
MEDIUM,Act,16,7,G4198,πορεύομαι,to go,1,0,πορευεσθαι,to go,,307945
MEDIUM,Act,16,9,G3708,ὁράω,to see,1,0,ωφθη,appeared,,307964
MEDIUM,Act,16,9,G3972,Παῦλος,Paul,1,0,παυλω,to Paul,,307966
MEDIUM,Act,16,9,G3110,Μακεδών,Macedonian,1,0,μακεδων,of Macedonia,,307974
MEDIUM,Act,16,9,G1473,ἐγώ,I,1,0,ημιν,us,,307983
MEDIUM,Act,16,10,G3708,ὁράω,to see,1,0,ειδεν,he had seen,,307986
MEDIUM,Act,16,10,G2962,κύριος,Lord,1,0,κυριος,the Lord,,307998
MEDIUM,Act,16,10,G1473,ἐγώ,I,1,0,ημας,us,,308000
MEDIUM,Act,16,11,G3767,οὖν,therefore; then,1,0,ουν,Therefore,,308004
MEDIUM,Act,16,11,G5037,τέ,both; and,1,0,τε,and,,308012
MEDIUM,Act,16,11,G3496,Νεάπολις,new; young｜city,1,0,νεαπολιν,Neapolis,,308015
MEDIUM,Act,16,12,G5037,τέ,both; and,1,0,τε,And,,308016
MEDIUM,Act,16,12,G1564,ἐκεῖθεν,from there,1,0,εκειθεν,from thence,,308017
MEDIUM,Act,16,12,G4413,πρῶτος,first,1,0,πρωτη,the chief,,308022
MEDIUM,Act,16,13,G4172,πόλις,city,1,0,πολεως,the city,,308046
MEDIUM,Act,16,13,G4335,προσευχή,prayer,1,0,προσευχη,prayer,,308050
MEDIUM,Act,16,13,G3543,νομίζω,to think,1,0,ενομιζετο,was wont,,308051
MEDIUM,Act,16,13,G1510,εἰμί,to be,1,0,ειναι,to be made,,308052
MEDIUM,Act,16,15,G1473,ἐγώ,I,3,0,με | μου | ημας,me | my | us,,308094 | 308101 | 308107
MEDIUM,Act,16,15,G1510,εἰμί,to be,1,0,ειναι,to be,,308095
MEDIUM,Act,16,15,G3306,μένω,to stay; to reside,1,0,μεινατε,and abide,,308104
MEDIUM,Act,16,16,G1473,ἐγώ,I,2,0,ημων | ημιν,as we | us,,308110 | 308120
MEDIUM,Act,16,16,G4436,Πύθων,divination,1,0,πυθωνος,of divination,,308118
MEDIUM,Act,16,16,G0528,ἀπαντάω,to meet,1,0,απαντησαι,met,,308119
MEDIUM,Act,16,17,G2628,κατακολουθέω,to follow after,1,0,κατακολουθησασα,followed,,308131
MEDIUM,Act,16,18,G3004,λέγω,to say,1,0,ειπεν,said,,308163
MEDIUM,Act,16,19,G3708,ὁράω,to see,1,0,ιδοντες,saw,,308185
MEDIUM,Act,16,20,G3004,λέγω,to say,1,0,ειπον,saying,,308211
MEDIUM,Act,16,20,G1473,ἐγώ,I,1,0,ημων,our,,308218
MEDIUM,Act,16,21,G1473,ἐγώ,I,1,0,ημιν,for us,,308228
MEDIUM,Act,16,24,G2983,λαμβάνω,to take; to receive,1,0,ειληφως,having received,,308265
MEDIUM,Act,16,26,G5037,τέ,both; and,1,0,τε,and,,308309
MEDIUM,Act,16,27,G3708,ὁράω,to see,1,0,ιδων,seeing,,308326
MEDIUM,Act,16,28,G3173,μέγας,great,1,0,μεγαλη,with a loud,,308345
MEDIUM,Act,16,28,G4572,σεαυτοῦ,yourself,1,0,σεαυτω,thyself,,308349
MEDIUM,Act,16,30,G1473,ἐγώ,I,1,0,με,I,,308377
MEDIUM,Act,16,31,G3004,λέγω,to say,1,0,ειπον,they said,,308383
MEDIUM,Act,16,38,G0312,ἀναγγέλλω,to announce,1,0,ανηγγειλαν,told,,308517
MEDIUM,Act,16,39,G1831,ἐξέρχομαι,to go out,1,0,εξελθειν,to depart,,308537
MEDIUM,Act,16,40,G1537,ἐκ,from,1,0,εκ,out of,,308542
MEDIUM,Act,16,40,G1519,εἰς,to,1,0,εις,.,,308546
MEDIUM,Act,16,40,G3708,ὁράω,to see,1,0,ιδοντες,when they had seen,,308550
MEDIUM,Act,16,40,G3870,παρακαλέω,to urge,1,0,παρεκαλεσαν,they comforted,,308553
MEDIUM,Act,17,2,G1256,διαλέγομαι,to converse,1,0,διελεγετο,reasoned,,308585
MEDIUM,Act,17,4,G4128,πλῆθος,multitude,1,0,πληθος,multitude,,308631
MEDIUM,Act,17,5,G0435,ἀνήρ,man,1,0,ανδρας,fellows,,308646
MEDIUM,Act,17,5,G5037,τέ,both; and,1,0,τε,and,,308655
MEDIUM,Act,17,5,G2186,ἐφίστημι,to stand at,1,0,επισταντες,assaulted,,308656
MEDIUM,Act,17,7,G1510,εἰμί,to be,1,0,ειναι,that there is,,308703
MEDIUM,Act,17,7,G2087,ἕτερος,other; another,1,0,ετερον,another,,308704
MEDIUM,Act,17,13,G2546,κἀκεῖ,and + there,1,0,κακει,thither also,,308814
MEDIUM,Act,17,14,G5613,ὡς,as,1,0,ως,as it were,,308829
MEDIUM,Act,17,15,G2525,καθίστημι,to appoint,1,0,καθιστωντες,that conducted,,308844
MEDIUM,Act,17,15,G5033,τάχιστα,quickly,1,0,ταχιστα,all speed,,308864
MEDIUM,Act,17,16,G2334,θεωρέω,to see,1,0,θεωρουντι,he saw,,308881
MEDIUM,Act,17,18,G1510,εἰμί,to be,1,0,ειναι,to be,,308929
MEDIUM,Act,17,20,G1473,ἐγώ,I,1,0,ημων,our,,308966
MEDIUM,Act,17,20,G5101,τίς,what,1,0,τι,what,,308972
MEDIUM,Act,17,20,G2309,θέλω,to wish,1,0,θελοι,mean,,308974
MEDIUM,Act,17,20,G1510,εἰμί,to be,1,0,ειναι,.,,308976
MEDIUM,Act,17,23,G3739,ὅς,who; what,2,1,ω | ον,this | Whom,ᾧ,309023 | 309027
MEDIUM,Act,17,23,G3778,οὗτος,this,1,0,τουτον,him,,309031
MEDIUM,Act,17,24,G5225,ὑπάρχω,to be,1,0,υπαρχων,is,,309047
MEDIUM,Act,17,25,G0444,ἄνθρωπος,man,1,0,ανθρωπων,men’s,,309060
MEDIUM,Act,17,25,G3588,ὁ,the,1,0,ὁ,.,,309071
MEDIUM,Act,17,26,G4383,πρόσωπον,face,1,0,προσωπον,the face,,309085
MEDIUM,Act,17,26,G4384,προτάσσω,before｜to designate,1,0,προτεταγμενους,before appointed,,309090
MEDIUM,Act,17,27,G2962,κύριος,Lord,1,0,κυριον,the Lord,,309099
MEDIUM,Act,17,27,G0687,ἆρα,then,1,0,αρα,.,,309101
MEDIUM,Act,17,27,G2544,καίτοιγε,although,1,0,καιτοιγε,though,,309108
MEDIUM,Act,17,27,G1473,ἐγώ,I,1,0,ημων,of us,,309115
MEDIUM,Act,17,29,G1510,εἰμί,to be,1,0,ειναι,is,,309147
MEDIUM,Act,17,30,G3956,πᾶς,all,1,0,πασιν,all,,309171
MEDIUM,Act,17,31,G1360,διότι,because,1,0,διοτι,Because,,309176
MEDIUM,Act,17,32,G3004,λέγω,to say,1,0,ειπον,said,,309206
MEDIUM,Act,17,32,G4012,περί,about,1,0,περι,of,,309210
MEDIUM,Act,17,32,G3778,οὗτος,this,1,0,τουτου,this,,309211
MEDIUM,Act,18,2,G1537,ἐκ,from,1,0,εκ,from,,309279
MEDIUM,Act,18,3,G3588,ὁ,the,2,1,το | ὁ,. | .,τὸ,309284 | 309296
MEDIUM,Act,18,3,G1510,εἰμί,to be,2,1,ειναι | ησαν,because | he was,ἦσαν,309287 | 309288
MEDIUM,Act,18,3,G5078,τέχνη,skill,1,0,τεχνην,by their occupation,,309297
MEDIUM,Act,18,5,G4151,πνεῦμα,spirit; Spirit,1,0,πνευματι,in the spirit,,309329
MEDIUM,Act,18,6,G3004,λέγω,to say,1,0,ειπεν,and said,,309344
MEDIUM,Act,18,7,G2064,ἔρχομαι,to come,1,0,ηλθεν,and entered,,309365
MEDIUM,Act,18,9,G3004,λέγω,to say,1,0,ειπεν,spake,,309402
MEDIUM,Act,18,9,G1722,ἐν,in,1,0,εν,.,,309407
MEDIUM,Act,18,9,G3571,νύξ,night,1,0,νυκτι,the night,,309408
MEDIUM,Act,18,10,G1473,ἐγώ,I,2,1,εγω | μοι,I | I,ἐγώ,309422 | 309433
MEDIUM,Act,18,11,G5037,τέ,both; and,1,0,τε,And,,309441
MEDIUM,Act,18,12,G0445,ἀνθυπατεύω,proconsul,1,0,ανθυπατευοντος,was the deputy,,309457
MEDIUM,Act,18,13,G0374,ἀναπείθω,to persuade,1,0,αναπειθει,persuadeth,,309474
MEDIUM,Act,18,14,G3004,λέγω,to say,1,0,ειπεν,said,,309492
MEDIUM,Act,18,14,G0302,ἄν,untranslatable particle,1,0,αν,.,,309509
MEDIUM,Act,18,14,G0430,ἀνέχομαι,to endure,1,0,ηνεσχομην,I should bear,,309510
MEDIUM,Act,18,15,G1510,εἰμί,to be,2,1,εστιν | ειναι,it be | be,ἐστιν,309515 | 309530
MEDIUM,Act,18,15,G2213,ζήτημα,(controversial) question,1,0,ζητημα,a question,,309516
MEDIUM,Act,18,15,G3708,ὁράω,to see,1,0,οψεσθε,look ye,,309525
MEDIUM,Act,18,18,G2776,κεφαλή,head,1,0,κεφαλην,head,,309580
MEDIUM,Act,18,19,G2658,καταντάω,to come to; to arrive at,1,0,κατηντησεν,he came,,309587
MEDIUM,Act,18,19,G2548,κἀκεῖνος,and + that one,1,0,κακεινους,and,,309590
MEDIUM,Act,18,19,G1256,διαλέγομαι,to converse,1,0,διελεχθη,and reasoned,,309600
MEDIUM,Act,18,21,G0235,ἀλλά,but,1,0,αλλ,But,,309615
MEDIUM,Act,18,21,G3004,λέγω,to say,1,0,ειπων,saying,,309619
MEDIUM,Act,18,21,G1473,ἐγώ,I,1,0,με,I,,309620
MEDIUM,Act,18,25,G3440,μόνον,only,1,0,μονον,only,,309709
MEDIUM,Act,18,26,G0756,ἄρχομαι,to begin,1,0,ηρξατο,began,,309716
MEDIUM,Act,18,26,G0207,Ἀκύλας,Aquila,1,0,ακυλας,Aquila,,309724
MEDIUM,Act,18,26,G4252,Πρίσκιλλα,Prisca,1,0,πρισκιλλα,Priscilla,,309726
MEDIUM,Act,18,26,G3598,ὁδός,way,1,0,οδον,the way,,309734
MEDIUM,Act,18,26,G0199,ἀκριβῶς,accurately,1,0,ακριβεστερον,more perfectly,,309737
MEDIUM,Act,18,28,G1510,εἰμί,to be,1,0,ειναι,was,,309774
MEDIUM,Act,19,1,G1510,εἰμί,to be,1,0,ειναι,was,,309784
MEDIUM,Act,19,1,G2064,ἔρχομαι,to come,1,0,ελθειν,came,,309791
MEDIUM,Act,19,1,G2147,εὑρίσκω,to find,1,0,ευρων,finding,,309795
MEDIUM,Act,19,2,G3004,λέγω,to say,2,0,ειπεν | ειπον,He said | they said,,309799 | 309808
MEDIUM,Act,19,3,G3004,λέγω,to say,2,0,ειπεν | ειπον,he said | they said,,309822 | 309830
MEDIUM,Act,19,4,G3004,λέγω,to say,2,1,ειπεν | λεγων,said | saying,λέγων,309835 | 309842
MEDIUM,Act,19,7,G1177,δεκαδύο,ten｜two,1,0,δεκαδυο,twelve,,309892
MEDIUM,Act,19,11,G4160,ποιέω,to do,1,0,εποιει,wrought,,309962
MEDIUM,Act,19,12,G2018,ἐπιφέρω,to bring on,1,0,επιφερεσθαι,were brought,,309977
MEDIUM,Act,19,12,G1831,ἐξέρχομαι,to go out,1,0,εξερχεσθαι,went out,,309997
MEDIUM,Act,19,13,G0575,ἀπό,from,1,0,απο,of,,310004
MEDIUM,Act,19,13,G3726,ὁρκίζω,to adjure,1,0,ορκιζομεν,We adjure,,310022
MEDIUM,Act,19,14,G5100,τὶς,anyone,1,0,τινες,.,,310033
MEDIUM,Act,19,14,G5207,υἱός,son,1,0,υιοι,sons,,310035
MEDIUM,Act,19,15,G3004,λέγω,to say,1,0,ειπεν,and said,,310048
MEDIUM,Act,19,16,G2177,ἐφάλλομαι,to leap upon,1,0,εφαλλομενος,leaped,,310070
MEDIUM,Act,19,16,G1909,ἐπί,on,1,0,επ,on,,310071
MEDIUM,Act,19,20,G2962,κύριος,Lord,1,0,κυριου,of God,,310155
MEDIUM,Act,19,21,G2419,Ἱερουσαλήμ,Jerusalem,1,0,ιερουσαλημ,Jerusalem,,310176
MEDIUM,Act,19,21,G3004,λέγω,to say,1,0,ειπων,saying,,310177
MEDIUM,Act,19,21,G3708,ὁράω,to see,1,0,ιδειν,see,,310186
MEDIUM,Act,19,24,G3756,οὐ,not,1,0,ουκ,no,,310229
MEDIUM,Act,19,24,G3641,ὀλίγος,few; little,1,0,ολιγην,small,,310230
MEDIUM,Act,19,25,G3004,λέγω,to say,1,0,ειπεν,and said,,310242
MEDIUM,Act,19,25,G1473,ἐγώ,I,1,0,ημων,our,,310251
MEDIUM,Act,19,26,G3440,μόνον,only,1,0,μονον,alone,,310260
MEDIUM,Act,19,27,G3440,μόνον,only,1,0,μονον,only,,310285
MEDIUM,Act,19,27,G1473,ἐγώ,I,1,0,ημιν,our,,310287
MEDIUM,Act,19,27,G3168,μεγαλειότης,grandeur,1,0,μεγαλειοτητα,magnificence,,310310
MEDIUM,Act,19,30,G3972,Παῦλος,Paul,1,0,παυλου,when Paul,,310354
MEDIUM,Act,19,32,G4119,πλείων,many,1,0,πλειους,the more part,,310397
MEDIUM,Act,19,33,G4264,προβιβάζω,to cause to come forward,1,0,προεβιβασαν,they drew,,310404
MEDIUM,Act,19,34,G1921,ἐπιγινώσκω,to know,1,0,επιγνοντων,they knew,,310425
MEDIUM,Act,19,35,G0444,ἄνθρωπος,man,1,0,ανθρωπος,man,,310454
MEDIUM,Act,19,37,G4771,σύ,you (singular),1,0,υμων,of your,,310495
MEDIUM,Act,19,37,G2299,θεά,goddess,1,0,θεαν,goddess,,310497
MEDIUM,Act,19,38,G2192,ἔχω,to have,1,0,εχουσιν,have,,310507
